_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,scores,SchemeType,geocode,RightToReply,Distance,NewRatingPending,meta,links
66f1f56373c18e462171d5d0,1100050,0,12389,Best Halal Meat Limited,Retailers - other,4613,94 Plumstead High Street,,Plumstead,Greenwich,SE18 1SL,,5,fhrs_5_en-gb,2021-11-17T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.089611, 'latitude': 51.4881611}",,4647.085639006036,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1100050'}]"
66f1f56373c18e462171d5ea,1382055,0,14436,Boba & Co UK,Other catering premises,7841,90 Plumstead High Street,,Plumstead,Greenwich,SE18 1SL,,5,fhrs_5_en-gb,2021-08-02T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0895246, 'latitude': 51.4881627}",,4647.088848370269,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1382055'}]"
66f1f56373c18e462171d5fe,1028778,0,PI/000204596,Poundland,Retailers - supermarkets/hypermarkets,7840,148 - 156 Plumstead High Street,,Plumstead,Greenwich,,,5,fhrs_5_en-gb,2021-06-10T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0893575026992294, 'latitude': 51.4884195010951}",,4647.104356784928,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1028778'}]"
66f1f56373c18e462171d603,694596,0,PI/000116263,Spice Island,Restaurant/Cafe/Canteen,1,204 Plumstead Common Road,,Plumstead,Greenwich,SE18 2RS,,5,fhrs_5_en-gb,2022-03-16T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0812250003218651, 'latitude': 51.4804420471191}",,4647.108530611648,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694596'}]"
66f1f56373c18e462171d615,1063080,0,PI/000206865,SD News & Mini Market,Retailers - other,4613,59 Waverley Crescent,,Plumstead,Greenwich,SE18 7QU,,5,fhrs_5_en-gb,2021-06-23T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0831020027399063, 'latitude': 51.4827461242676}",,4647.124518127556,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1063080'}]"
66f1f56373c18e462171d61e,1396464,0,14614,KFC,Restaurant/Cafe/Canteen,1,66 Plumstead High Street,,Plumstead,Greenwich,SE18 1SL,,5,fhrs_5_en-gb,2021-08-02T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0887766, 'latitude': 51.4884997}",,4647.1284804779125,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1396464'}]"
66f1f56373c18e462171d625,694595,0,PI/000116249,Co-op Food,Retailers - supermarkets/hypermarkets,7840,196 - 212 Plumstead Common Road,,Plumstead,Greenwich,,,5,fhrs_5_en-gb,2020-11-24T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0808583091748281, 'latitude': 51.4806876203642}",,4647.130907021743,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694595'}]"
66f1f56373c18e462171d634,1096694,0,12306,Ambala & Karahi Ltd,Restaurant/Cafe/Canteen,1,62A Plumstead High Street,,Plumstead,Greenwich,SE18 1SL,,5,fhrs_5_en-gb,2021-05-17T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0885648, 'latitude': 51.4885934}",,4647.139639291201,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1096694'}]"
66f1f56373c18e462171d66f,695318,0,PI/000182731,East Plumstead Pre School,Caring Premises,5,East Plumstead Baptist Church Griffin Road,,Plumstead,Greenwich,SE18 7PZ,,5,fhrs_5_en-gb,2021-06-23T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0836590006947517, 'latitude': 51.4845542907715}",,4647.170481326419,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/695318'}]"
66f1f56373c18e462171d67f,1406601,0,14699,Los carnales mexicanos,Mobile caterer,7846,The Ship 205 Plumstead Common Road,,Plumstead,Greenwich,SE18 2UJ,,5,fhrs_5_en-gb,2021-09-01T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0802144, 'latitude': 51.4810979}",,4647.169432009829,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1406601'}]"
66f1f56373c18e462171d683,944957,0,PI/000183905,Plumstead Common Petrol Station,Retailers - other,4613,Petrol Filling Station 160 - 168 Plumstead Common Road,,Plumstead,Greenwich,SE18 2UL,,5,fhrs_5_en-gb,2021-07-07T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0793165, 'latitude': 51.4806732}",,4647.18661908045,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/944957'}]"
66f1f56373c18e462171d684,1226528,0,13342,Apna Grill,Restaurant/Cafe/Canteen,1,14 Conway Road,,Plumstead,Greenwich,SE18 1AH,,5,fhrs_5_en-gb,2020-08-20T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0857591, 'latitude': 51.4870876}",,4647.186753674302,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1226528'}]"
66f1f56373c18e462171d686,1152320,0,12806,Flames Kebab Ltd trading as Morley's,Takeaway/sandwich shop,7844,191 Plumstead Common Road,,Plumstead,Greenwich,SE18 2UJ,,5,fhrs_5_en-gb,2022-01-12T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0796803, 'latitude': 51.4810714}",,4647.187942950943,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1152320'}]"
